after a while finding that nothing more happened she decided on going into the garden at once but alas for poor alice when she got to the door she found she had forgotten the little golden key and when she went back to the table for it she found she could not possibly reach it she could see it quite plainly through the glass and she tried her best to climb up one of the legs of the table but it was too slippery and when she had tired herself out with trying the poor little thing sat down and cried ,Alices Adventures in Wonderland
come theres no use in crying like that said alice to herself rather sharply i advise you to leave off this minute she generally gave herself very good advice though she very seldom followed it and sometimes she scolded herself so severely as to bring tears into her eyes and once she remembered trying to box her own ears for having cheated herself in a game of croquet she was playing against herself for this curious child was very fond of pretending to be two people but its no use now thought poor alice to pretend to be two people why theres hardly enough of me left to make one respectable person ,Alices Adventures in Wonderland
soon her eye fell on a little glass box that was lying under the table she opened it and found in it a very small cake on which the words eat me were beautifully marked in currants well ill eat it said alice and if it makes me grow larger i can reach the key and if it makes me grow smaller i can creep under the door so either way ill get into the garden and i dont care which happens ,Alices Adventures in Wonderland
she ate a little bit and said anxiously to herself which way which way holding her hand on the top of her head to feel which way it was growing and she was quite surprised to find that she remained the same size to be sure this generally happens when one eats cake but alice had got so much into the way of expecting nothing but outoftheway things to happen that it seemed quite dull and stupid for life to go on in the common way ,Alices Adventures in Wonderland
curiouser and curiouser cried alice she was so much surprised that for the moment she quite forgot how to speak good english now im opening out like the largest telescope that ever was goodbye feet for when she looked down at her feet they seemed to be almost out of sight they were getting so far off oh my poor little feet i wonder who will put on your shoes and stockings for you now dears im sure i shant be able i shall be a great deal too far off to trouble myself about you you must manage the best way you canbut i must be kind to them thought alice or perhaps they wont walk the way i want to go let me see ill give them a new pair of boots every christmas ,Alices Adventures in Wonderland
you ought to be ashamed of yourself said alice a great girl like you she might well say this to go on crying in this way stop this moment i tell you but she went on all the same shedding gallons of tears until there was a large pool all round her about four inches deep and reaching half down the hall ,Alices Adventures in Wonderland
after a time she heard a little pattering of feet in the distance and she hastily dried her eyes to see what was coming it was the white rabbit returning splendidly dressed with a pair of white kid gloves in one hand and a large fan in the other he came trotting along in a great hurry muttering to himself as he came oh the duchess the duchess oh wont she be savage if ive kept her waiting alice felt so desperate that she was ready to ask help of any one so when the rabbit came near her she began in a low timid voice if you please sir the rabbit started violently dropped the white kid gloves and the fan and skurried away into the darkness as hard as he could go ,Alices Adventures in Wonderland
alice took up the fan and gloves and as the hall was very hot she kept fanning herself all the time she went on talking dear dear how queer everything is today and yesterday things went on just as usual i wonder if ive been changed in the night let me think was i the same when i got up this morning i almost think i can remember feeling a little different but if im not the same the next question is who in the world am i ah thats the great puzzle and she began thinking over all the children she knew that were of the same age as herself to see if she could have been changed for any of them ,Alices Adventures in Wonderland
im sure im not ada she said for her hair goes in such long ringlets and mine doesnt go in ringlets at all and im sure i cant be mabel for i know all sorts of things and she oh she knows such a very little besides shes she and im i andoh dear how puzzling it all is ill try if i know all the things i used to know let me see four times five is twelve and four times six is thirteen and four times seven isoh dear i shall never get to twenty at that rate however the multiplication table doesnt signify lets try geography london is the capital of paris and paris is the capital of rome and romeno thats all wrong im certain i must have been changed for mabel ill try and say how doth the little and she crossed her hands on her lap as if she were saying lessons and began to repeat it but her voice sounded hoarse and strange and the words did not come the same as they used to do ,Alices Adventures in Wonderland
how doth the little crocodile improve his shining tail and pour the waters of the nile on every golden scale ,Alices Adventures in Wonderland
how cheerfully he seems to grin how neatly spread his claws and welcome little fishes in with gently smiling jaws ,Alices Adventures in Wonderland
im sure those are not the right words said poor alice and her eyes filled with tears again as she went on i must be mabel after all and i shall have to go and live in that poky little house and have next to no toys to play with and oh ever so many lessons to learn no ive made up my mind about it if im mabel ill stay down here itll be no use their putting their heads down and saying come up again dear i shall only look up and say who am i then tell me that first and then if i like being that person ill come up if not ill stay down here till im somebody elsebut oh dear cried alice with a sudden burst of tears i do wish they would put their heads down i am so very tired of being all alone here ,Alices Adventures in Wonderland
as she said this she looked down at her hands and was surprised to see that she had put on one of the rabbits little white kid gloves while she was talking how can i have done that she thought i must be growing small again she got up and went to the table to measure herself by it and found that as nearly as she could guess she was now about two feet high and was going on shrinking rapidly she soon found out that the cause of this was the fan she was holding and she dropped it hastily just in time to avoid shrinking away altogether ,Alices Adventures in Wonderland
that was a narrow escape said alice a good deal frightened at the sudden change but very glad to find herself still in existence and now for the garden and she ran with all speed back to the little door but alas the little door was shut again and the little golden key was lying on the glass table as before and things are worse than ever thought the poor child for i never was so small as this before never and i declare its too bad that it is ,Alices Adventures in Wonderland
as she said these words her foot slipped and in another moment splash she was up to her chin in salt water her first idea was that she had somehow fallen into the sea and in that case i can go back by railway she said to herself alice had been to the seaside once in her life and had come to the general conclusion that wherever you go to on the english coast you find a number of bathing machines in the sea some children digging in the sand with wooden spades then a row of lodging houses and behind them a railway station however she soon made out that she was in the pool of tears which she had wept when she was nine feet high ,Alices Adventures in Wonderland
i wish i hadnt cried so much said alice as she swam about trying to find her way out i shall be punished for it now i suppose by being drowned in my own tears that will be a queer thing to be sure however everything is queer today ,Alices Adventures in Wonderland
just then she heard something splashing about in the pool a little way off and she swam nearer to make out what it was at first she thought it must be a walrus or hippopotamus but then she remembered how small she was now and she soon made out that it was only a mouse that had slipped in like herself ,Alices Adventures in Wonderland
would it be of any use now thought alice to speak to this mouse everything is so outoftheway down here that i should think very likely it can talk at any rate theres no harm in trying so she began o mouse do you know the way out of this pool i am very tired of swimming about here o mouse alice thought this must be the right way of speaking to a mouse she had never done such a thing before but she remembered having seen in her brothers latin grammar a mouseof a mouseto a mousea mouseo mouse the mouse looked at her rather inquisitively and seemed to her to wink with one of its little eyes but it said nothing ,Alices Adventures in Wonderland
perhaps it doesnt understand english thought alice i daresay its a french mouse come over with william the conqueror for with all her knowledge of history alice had no very clear notion how long ago anything had happened so she began again o est ma chatte which was the first sentence in her french lessonbook the mouse gave a sudden leap out of the water and seemed to quiver all over with fright oh i beg your pardon cried alice hastily afraid that she had hurt the poor animals feelings i quite forgot you didnt like cats ,Alices Adventures in Wonderland
well perhaps not said alice in a soothing tone dont be angry about it and yet i wish i could show you our cat dinah i think youd take a fancy to cats if you could only see her she is such a dear quiet thing alice went on half to herself as she swam lazily about in the pool and she sits purring so nicely by the fire licking her paws and washing her faceand she is such a nice soft thing to nurseand shes such a capital one for catching miceoh i beg your pardon cried alice again for this time the mouse was bristling all over and she felt certain it must be really offended we wont talk about her any more if youd rather not ,Alices Adventures in Wonderland
we indeed cried the mouse who was trembling down to the end of his tail as if i would talk on such a subject our family always hated cats nasty low vulgar things dont let me hear the name again ,Alices Adventures in Wonderland
i wont indeed said alice in a great hurry to change the subject of conversation are youare you fondofof dogs the mouse did not answer so alice went on eagerly there is such a nice little dog near our house i should like to show you a little brighteyed terrier you know with oh such long curly brown hair and itll fetch things when you throw them and itll sit up and beg for its dinner and all sorts of thingsi cant remember half of themand it belongs to a farmer you know and he says its so useful its worth a hundred pounds he says it kills all the rats andoh dear cried alice in a sorrowful tone im afraid ive offended it again for the mouse was swimming away from her as hard as it could go and making quite a commotion in the pool as it went ,Alices Adventures in Wonderland
so she called softly after it mouse dear do come back again and we wont talk about cats or dogs either if you dont like them when the mouse heard this it turned round and swam slowly back to her its face was quite pale with passion alice thought and it said in a low trembling voice let us get to the shore and then ill tell you my history and youll understand why it is i hate cats and dogs ,Alices Adventures in Wonderland
it was high time to go for the pool was getting quite crowded with the birds and animals that had fallen into it there were a duck and a dodo a lory and an eaglet and several other curious creatures alice led the way and the whole party swam to the shore ,Alices Adventures in Wonderland
the first question of course was how to get dry again they had a consultation about this and after a few minutes it seemed quite natural to alice to find herself talking familiarly with them as if she had known them all her life indeed she had quite a long argument with the lory who at last turned sulky and would only say i am older than you and must know better and this alice would not allow without knowing how old it was and as the lory positively refused to tell its age there was no more to be said ,Alices Adventures in Wonderland
at last the mouse who seemed to be a person of authority among them called out sit down all of you and listen to me ill soon make you dry enough they all sat down at once in a large ring with the mouse in the middle alice kept her eyes anxiously fixed on it for she felt sure she would catch a bad cold if she did not get dry very soon ,Alices Adventures in Wonderland
ahem said the mouse with an important air are you all ready this is the driest thing i know silence all round if you please william the conqueror whose cause was favoured by the pope was soon submitted to by the english who wanted leaders and had been of late much accustomed to usurpation and conquest edwin and morcar the earls of mercia and northumbria ,Alices Adventures in Wonderland
the mouse did not notice this question but hurriedly went on found it advisable to go with edgar atheling to meet william and offer him the crown williams conduct at first was moderate but the insolence of his normans how are you getting on now my dear it continued turning to alice as it spoke ,Alices Adventures in Wonderland
speak english said the eaglet i dont know the meaning of half those long words and whats more i dont believe you do either and the eaglet bent down its head to hide a smile some of the other birds tittered audibly ,Alices Adventures in Wonderland
first it marked out a racecourse in a sort of circle the exact shape doesnt matter it said and then all the party were placed along the course here and there there was no one two three and away but they began running when they liked and left off when they liked so that it was not easy to know when the race was over however when they had been running half an hour or so and were quite dry again the dodo suddenly called out the race is over and they all crowded round it panting and asking but who has won ,Alices Adventures in Wonderland
this question the dodo could not answer without a great deal of thought and it sat for a long time with one finger pressed upon its forehead the position in which you usually see shakespeare in the pictures of him while the rest waited in silence at last the dodo said everybody has won and all must have prizes ,Alices Adventures in Wonderland
alice had no idea what to do and in despair she put her hand in her pocket and pulled out a box of comfits luckily the salt water had not got into it and handed them round as prizes there was exactly one apiece all round ,Alices Adventures in Wonderland
then they all crowded round her once more while the dodo solemnly presented the thimble saying we beg your acceptance of this elegant thimble and when it had finished this short speech they all cheered ,Alices Adventures in Wonderland
alice thought the whole thing very absurd but they all looked so grave that she did not dare to laugh and as she could not think of anything to say she simply bowed and took the thimble looking as solemn as she could ,Alices Adventures in Wonderland
the next thing was to eat the comfits this caused some noise and confusion as the large birds complained that they could not taste theirs and the small ones choked and had to be patted on the back however it was over at last and they sat down again in a ring and begged the mouse to tell them something more ,Alices Adventures in Wonderland
it is a long tail certainly said alice looking down with wonder at the mouses tail but why do you call it sad and she kept on puzzling about it while the mouse was speaking so that her idea of the tale was something like this ,Alices Adventures in Wonderland
fury said to a mouse that he met in the house let us both go to law i will prosecute youcome ill take no denial we must have a trial for really this morning ive nothing to do said the mouse to the cur such a trial dear sir with no jury or judge would be wasting our breath ill be judge ill be jury said cunning old fury ill try the whole cause and condemn you to death ,Alices Adventures in Wonderland
what a pity it wouldnt stay sighed the lory as soon as it was quite out of sight and an old crab took the opportunity of saying to her daughter ah my dear let this be a lesson to you never to lose your temper hold your tongue ma said the young crab a little snappishly youre enough to try the patience of an oyster ,Alices Adventures in Wonderland
alice replied eagerly for she was always ready to talk about her pet dinahs our cat and shes such a capital one for catching mice you cant think and oh i wish you could see her after the birds why shell eat a little bird as soon as look at it ,Alices Adventures in Wonderland
this speech caused a remarkable sensation among the party some of the birds hurried off at once one old magpie began wrapping itself up very carefully remarking i really must be getting home the nightair doesnt suit my throat and a canary called out in a trembling voice to its children come away my dears its high time you were all in bed on various pretexts they all moved off and alice was soon left alone ,Alices Adventures in Wonderland
i wish i hadnt mentioned dinah she said to herself in a melancholy tone nobody seems to like her down here and im sure shes the best cat in the world oh my dear dinah i wonder if i shall ever see you any more and here poor alice began to cry again for she felt very lonely and lowspirited in a little while however she again heard a little pattering of footsteps in the distance and she looked up eagerly half hoping that the mouse had changed his mind and was coming back to finish his story ,Alices Adventures in Wonderland
it was the white rabbit trotting slowly back again and looking anxiously about as it went as if it had lost something and she heard it muttering to itself the duchess the duchess oh my dear paws oh my fur and whiskers shell get me executed as sure as ferrets are ferrets where can i have dropped them i wonder alice guessed in a moment that it was looking for the fan and the pair of white kid gloves and she very goodnaturedly began hunting about for them but they were nowhere to be seeneverything seemed to have changed since her swim in the pool and the great hall with the glass table and the little door had vanished completely ,Alices Adventures in Wonderland
very soon the rabbit noticed alice as she went hunting about and called out to her in an angry tone why mary ann what are you doing out here run home this moment and fetch me a pair of gloves and a fan quick now and alice was so much frightened that she ran off at once in the direction it pointed to without trying to explain the mistake it had made ,Alices Adventures in Wonderland
he took me for his housemaid she said to herself as she ran how surprised hell be when he finds out who i am but id better take him his fan and glovesthat is if i can find them as she said this she came upon a neat little house on the door of which was a bright brass plate with the name w rabbit engraved upon it she went in without knocking and hurried upstairs in great fear lest she should meet the real mary ann and be turned out of the house before she had found the fan and gloves ,Alices Adventures in Wonderland
how queer it seems alice said to herself to be going messages for a rabbit i suppose dinahll be sending me on messages next and she began fancying the sort of thing that would happen miss alice come here directly and get ready for your walk coming in a minute nurse but ive got to see that the mouse doesnt get out only i dont think alice went on that theyd let dinah stop in the house if it began ordering people about like that ,Alices Adventures in Wonderland
by this time she had found her way into a tidy little room with a table in the window and on it as she had hoped a fan and two or three pairs of tiny white kid gloves she took up the fan and a pair of the gloves and was just going to leave the room when her eye fell upon a little bottle that stood near the lookingglass there was no label this time with the words drink me but nevertheless she uncorked it and put it to her lips i know something interesting is sure to happen she said to herself whenever i eat or drink anything so ill just see what this bottle does i do hope itll make me grow large again for really im quite tired of being such a tiny little thing ,Alices Adventures in Wonderland
it did so indeed and much sooner than she had expected before she had drunk half the bottle she found her head pressing against the ceiling and had to stoop to save her neck from being broken she hastily put down the bottle saying to herself thats quite enoughi hope i shant grow any moreas it is i cant get out at the doori do wish i hadnt drunk quite so much ,Alices Adventures in Wonderland
alas it was too late to wish that she went on growing and growing and very soon had to kneel down on the floor in another minute there was not even room for this and she tried the effect of lying down with one elbow against the door and the other arm curled round her head still she went on growing and as a last resource she put one arm out of the window and one foot up the chimney and said to herself now i can do no more whatever happens what will become of me ,Alices Adventures in Wonderland
luckily for alice the little magic bottle had now had its full effect and she grew no larger still it was very uncomfortable and as there seemed to be no sort of chance of her ever getting out of the room again no wonder she felt unhappy ,Alices Adventures in Wonderland
it was much pleasanter at home thought poor alice when one wasnt always growing larger and smaller and being ordered about by mice and rabbits i almost wish i hadnt gone down that rabbitholeand yetand yetits rather curious you know this sort of life i do wonder what can have happened to me when i used to read fairytales i fancied that kind of thing never happened and now here i am in the middle of one there ought to be a book written about me that there ought and when i grow up ill write onebut im grown up now she added in a sorrowful tone at least theres no room to grow up any more here ,Alices Adventures in Wonderland
mary ann mary ann said the voice fetch me my gloves this moment then came a little pattering of feet on the stairs alice knew it was the rabbit coming to look for her and she trembled till she shook the house quite forgetting that she was now about a thousand times as large as the rabbit and had no reason to be afraid of it ,Alices Adventures in Wonderland
presently the rabbit came up to the door and tried to open it but as the door opened inwards and alices elbow was pressed hard against it that attempt proved a failure alice heard it say to itself then ill go round and get in at the window ,Alices Adventures in Wonderland
that you wont thought alice and after waiting till she fancied she heard the rabbit just under the window she suddenly spread out her hand and made a snatch in the air she did not get hold of anything but she heard a little shriek and a fall and a crash of broken glass from which she concluded that it was just possible it had fallen into a cucumberframe or something of the sort ,Alices Adventures in Wonderland
there was a long silence after this and alice could only hear whispers now and then such as sure i dont like it yer honour at all at all do as i tell you you coward and at last she spread out her hand again and made another snatch in the air this time there were two little shrieks and more sounds of broken glass what a number of cucumberframes there must be thought alice i wonder what theyll do next as for pulling me out of the window i only wish they could im sure i dont want to stay in here any longer ,Alices Adventures in Wonderland
she waited for some time without hearing anything more at last came a rumbling of little cartwheels and the sound of a good many voices all talking together she made out the words wheres the other ladderwhy i hadnt to bring but one bills got the otherbill fetch it here ladhere put em up at this cornerno tie em together firstthey dont reach half high enough yetoh theyll do well enough dont be particularhere bill catch hold of this ropewill the roof bearmind that loose slateoh its coming down heads below a loud crashnow who did thatit was bill i fancywhos to go down the chimneynay i shant you do itthat i wont thenbills to go downhere bill the master says youre to go down the chimney ,Alices Adventures in Wonderland
oh so bills got to come down the chimney has he said alice to herself shy they seem to put everything upon bill i wouldnt be in bills place for a good deal this fireplace is narrow to be sure but i think i can kick a little ,Alices Adventures in Wonderland
she drew her foot as far down the chimney as she could and waited till she heard a little animal she couldnt guess of what sort it was scratching and scrambling about in the chimney close above her then saying to herself this is bill she gave one sharp kick and waited to see what would happen next ,Alices Adventures in Wonderland
the first thing she heard was a general chorus of there goes bill then the rabbits voice alongcatch him you by the hedge then silence and then another confusion of voiceshold up his headbrandy nowdont choke himhow was it old fellow what happened to you tell us all about it ,Alices Adventures in Wonderland
last came a little feeble squeaking voice thats bill thought alice well i hardly knowno more thank ye im better nowbut im a deal too flustered to tell youall i know is something comes at me like a jackinthebox and up i goes like a skyrocket ,Alices Adventures in Wonderland
there was a dead silence instantly and alice thought to herself i wonder what they will do next if they had any sense theyd take the roof off after a minute or two they began moving about again and alice heard the rabbit say a barrowful will do to begin with ,Alices Adventures in Wonderland
a barrowful of what thought alice but she had not long to doubt for the next moment a shower of little pebbles came rattling in at the window and some of them hit her in the face ill put a stop to this she said to herself and shouted out youd better not do that again which produced another dead silence ,Alices Adventures in Wonderland
alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor and a bright idea came into her head if i eat one of these cakes she thought its sure to make some change in my size and as it cant possibly make me larger it must make me smaller i suppose ,Alices Adventures in Wonderland
so she swallowed one of the cakes and was delighted to find that she began shrinking directly as soon as she was small enough to get through the door she ran out of the house and found quite a crowd of little animals and birds waiting outside the poor little lizard bill was in the middle being held up by two guineapigs who were giving it something out of a bottle they all made a rush at alice the moment she appeared but she ran off as hard as she could and soon found herself safe in a thick wood ,Alices Adventures in Wonderland
the first thing ive got to do said alice to herself as she wandered about in the wood is to grow to my right size again and the second thing is to find my way into that lovely garden i think that will be the best plan ,Alices Adventures in Wonderland
it sounded an excellent plan no doubt and very neatly and simply arranged the only difficulty was that she had not the smallest idea how to set about it and while she was peering about anxiously among the trees a little sharp bark just over her head made her look up in a great hurry ,Alices Adventures in Wonderland
an enormous puppy was looking down at her with large round eyes and feebly stretching out one paw trying to touch her poor little thing said alice in a coaxing tone and she tried hard to whistle to it but she was terribly frightened all the time at the thought that it might be hungry in which case it would be very likely to eat her up in spite of all her coaxing ,Alices Adventures in Wonderland
hardly knowing what she did she picked up a little bit of stick and held it out to the puppy whereupon the puppy jumped into the air off all its feet at once with a yelp of delight and rushed at the stick and made believe to worry it then alice dodged behind a great thistle to keep herself from being run over and the moment she appeared on the other side the puppy made another rush at the stick and tumbled head over heels in its hurry to get hold of it then alice thinking it was very like having a game of play with a carthorse and expecting every moment to be trampled under its feet ran round the thistle again then the puppy began a series of short charges at the stick running a very little way forwards each time and a long way back and barking hoarsely all the while till at last it sat down a good way off panting with its tongue hanging out of its mouth and its great eyes half shut ,Alices Adventures in Wonderland
and yet what a dear little puppy it was said alice as she leant against a buttercup to rest herself and fanned herself with one of the leaves i should have liked teaching it tricks very much ifif id only been the right size to do it oh dear id nearly forgotten that ive got to grow up again let me seehow is it to be managed i suppose i ought to eat or drink something or other but the great question is what ,Alices Adventures in Wonderland
the great question certainly was what alice looked all round her at the flowers and the blades of grass but she did not see anything that looked like the right thing to eat or drink under the circumstances there was a large mushroom growing near her about the same height as herself and when she had looked under it and on both sides of it and behind it it occurred to her that she might as well look and see what was on the top of it ,Alices Adventures in Wonderland
she stretched herself up on tiptoe and peeped over the edge of the mushroom and her eyes immediately met those of a large blue caterpillar that was sitting on the top with its arms folded quietly smoking a long hookah and taking not the smallest notice of her or of anything else ,Alices Adventures in Wonderland
this was not an encouraging opening for a conversation alice replied rather shyly ii hardly know sir just at presentat least i know who i was when i got up this morning but i think i must have been changed several times since then ,Alices Adventures in Wonderland
well perhaps you havent found it so yet said alice but when you have to turn into a chrysalisyou will some day you knowand then after that into a butterfly i should think youll feel it a little queer wont you ,Alices Adventures in Wonderland
which brought them back again to the beginning of the conversation alice felt a little irritated at the caterpillars making such very short remarks and she drew herself up and said very gravely i think you ought to tell me who you are first ,Alices Adventures in Wonderland
alice thought she might as well wait as she had nothing else to do and perhaps after all it might tell her something worth hearing for some minutes it puffed away without speaking but at last it unfolded its arms took the hookah out of its mouth again and said so you think youre changed do you ,Alices Adventures in Wonderland
you are old father william the young man said and your hair has become very white and yet you incessantly stand on your head do you think at your age it is right ,Alices Adventures in Wonderland
in my youth father william replied to his son i feared it might injure the brain but now that im perfectly sure i have none why i do it again and again ,Alices Adventures in Wonderland
you are old said the youth as i mentioned before and have grown most uncommonly fat yet you turned a backsomersault in at the door pray what is the reason of that ,Alices Adventures in Wonderland
in my youth said the sage as he shook his grey locks i kept all my limbs very supple by the use of this ointmentone shilling the box allow me to sell you a couple ,Alices Adventures in Wonderland
you are old said the youth and your jaws are too weak for anything tougher than suet yet you finished the goose with the bones and the beak pray how did you manage to do it ,Alices Adventures in Wonderland
in my youth said his father i took to the law and argued each case with my wife and the muscular strength which it gave to my jaw has lasted the rest of my life ,Alices Adventures in Wonderland
you are old said the youth one would hardly suppose that your eye was as steady as ever yet you balanced an eel on the end of your nose what made you so awfully clever ,Alices Adventures in Wonderland
i have answered three questions and that is enough said his father dont give yourself airs do you think i can listen all day to such stuff be off or ill kick you down stairs ,Alices Adventures in Wonderland
this time alice waited patiently until it chose to speak again in a minute or two the caterpillar took the hookah out of its mouth and yawned once or twice and shook itself then it got down off the mushroom and crawled away in the grass merely remarking as it went one side will make you grow taller and the other side will make you grow shorter ,Alices Adventures in Wonderland
alice remained looking thoughtfully at the mushroom for a minute trying to make out which were the two sides of it and as it was perfectly round she found this a very difficult question however at last she stretched her arms round it as far as they would go and broke off a bit of the edge with each hand ,Alices Adventures in Wonderland
she was a good deal frightened by this very sudden change but she felt that there was no time to be lost as she was shrinking rapidly so she set to work at once to eat some of the other bit her chin was pressed so closely against her foot that there was hardly room to open her mouth but she did it at last and managed to swallow a morsel of the lefthand bit ,Alices Adventures in Wonderland
come my heads free at last said alice in a tone of delight which changed into alarm in another moment when she found that her shoulders were nowhere to be found all she could see when she looked down was an immense length of neck which seemed to rise like a stalk out of a sea of green leaves that lay far below her ,Alices Adventures in Wonderland
what can all that green stuff be said alice and where have my shoulders got to and oh my poor hands how is it i cant see you she was moving them about as she spoke but no result seemed to follow except a little shaking among the distant green leaves ,Alices Adventures in Wonderland
as there seemed to be no chance of getting her hands up to her head she tried to get her head down to them and was delighted to find that her neck would bend about easily in any direction like a serpent she had just succeeded in curving it down into a graceful zigzag and was going to dive in among the leaves which she found to be nothing but the tops of the trees under which she had been wandering when a sharp hiss made her draw back in a hurry a large pigeon had flown into her face and was beating her violently with its wings ,Alices Adventures in Wonderland
